Establecimiento;Tipo;Direccion;Numero;CodigoPostal;Coordenada_X;Coordenada_Y;Altitud;Municipio;Plazas
PIZZA Y PASTA;PIZZERIA;C/ LOS SABANDEÑOS, EDF. MARTE L-3;0;NULL;0;0;0;ARONA;36
PIZZAIOLO;CAFETERIA;CC. TENIR__- LA HONDURA ;0;38436;0;0;0;SANTIAGO DEL TEIDE;25
PIZZERIA AMBRA;PIZZERÍA;C/ FAMILIA BETHANCOURT Y MOLINA, 24  L-5;0;38400;0;0;0;PUERTO DE LA CRUZ;0
PIZZERIA ANDY´S;PIZZERIA;AVDA.SANTA CRUZ, 56;0;38500;0;0;0;GÜIMAR;36
PIZZERIA CALETILLAS;RESTAURANTE;PLAYA DE LAS CALETILLAS, S/N.;0;38530;0;0;0;CANDELARIA;34
PIZZERIA CHICCO & DARIO;BAR-CAFETERIA;URB. PLAYA FAÑABE, C.C. LITORAL, FASE I, LOCAL 4;NULL;38660;0;0;0;ADEJE;59
PIZZERIA DEL CASTILLO;PIZZERIA;CASTILLO, 20 ;0;38670;0;0;0;ADEJE;44
PIZZERIA DELICIOUS WORLD;RESTAURANTE;C/ LONDRES, C.C. LITORAL DE FAÑABE, LOCAL 41-42;0;38670;0;0;0;ADEJE;0
PIZZERIA FIORELLA;PIZZERÍA;C/ MARINA DEL SUR (C.C. MARINA DEL SUR LOCAL 4/2);0;38640;0;0;0;ARONA;32
PIZZERIA GALEON;RESTAURANTE;AVDA. ROSA DE LOS VIENTOS, S/N. (EDF. GALEON, L-1/10);0;38670;0;0;0;ADEJE;70
PIZZERIA GONDOLA;RESTAURANTE;RAMBLA GENERAL FRANCO, 127 ;0;38001;0;0;0;SANTA CRUZ DE TENERIFE;56
PIZZERIA II, LA;PIZZERIA;CALVO SOTELO, 12 AVDA. ;0;38206;0;0;0;LA LAGUNA;68
PIZZERIA IRE;PIZZERIA;LA HABANERA, 1 (CTRA. GRAL. LA PERDOMA);0;38300;349152;3140139;468;LA OROTAVA;74
PIZZERIA LA RUCOLA;PIZZERIA;CTRA GENERAL LAS ARENAS (C.C. URB. EL LAGAR L-3);0;38400;0;0;0;PUERTO DE LA CRUZ;0
PIZZERIA LAURA;RESTAURANTE;GENERALISIMO AVDA., 11- EDF. DRAGO, L-4;0;38400;0;0;0;PUERTO DE LA CRUZ;30
PIZZERIA LULU;RESTAURANTE;C/ CANDIDA PEÑA BELLO, 18;NULL;38640;28,00766407;-16,65503553;0;ARONA;12
PIZZERIA PARAISO;RESTAURANTE;OASIS, L-11 C.C. (URB. PLAYA PARAISO) ;0;38670;0;0;0;ADEJE;139
PIZZERIA PLAYA JARDIN;PIZZERIA;FRANCISCO AFONSO CARRILLO, S/N. AVDA. (PLAYA JARDIN);0;38400;0;0;0;PUERTO DE LA CRUZ;208
PIZZERIA RIMINI;BAR-CAFETERIA;URB. PARQUE MARGARITA, Nº77;0;38650;0;0;0;ARONA;40
PIZZERIA ROBERTA;PIZZERIA;C/ IZCAGUA, 3, BAJO PUERTA 1;0;38650;28,0496982;-16,66182339;0;ARONA;41
PIZZERIA ROSSINI;RESTAURANTE;C/. LONDRES, S/N. (C.C. LITORAL, L-38/39);0;38660;28,08578181;-16,73666239;5;ADEJE;92
PIZZERIA SAN REMO;PIZZERIA;BASALTO, 1;0;38686;0;0;0;GUIA DE ISORA;42
PIZZERIA STEFANO'S LA LAGUNA;RESTAURANTE;C/. MARQUES DE CELADA, 43;0;38202;0;0;0;LA LAGUNA;47
PIZZERIA TRATTORIA TONINO;RESTAURANTE;AVDA. LA SALLE, 22 , EDF. GRAN VIA, L-6/7;0;38005;376940;3148934;34;SANTA CRUZ DE TENERIFE;81
PIZZERIA VENECIA;RESTAURANTE;AVDA GENERALISIMO (EDIF. CALETILLAS BEACH I, L-10);0;38530;0;0;0;CANDELARIA;48
PIZZERIA, LA;PIZZERIA;LA SOTA, 8 ;0;38202;0;0;0;LA LAGUNA;70
PLACERES;RESTAURANTE;LA MARINA, 28 ;0;38639;0;0;0;GRANADILLA DE ABONA;104
PLACITA, LA;BAR;SEBASTIAN MACHADO, 28 ;0;38350;0;0;0;TACORONTE;0
PLAISIR AND ART (PLACER Y ARTE);RESTAURANTE;C/. CATEDRAL, 20 L-2T3;0;38204;0;0;0;LA LAGUNA;120
PLAN B;RESTAURANTE;C/ HERRADORES, 106;0;38201;0;0;0;LA LAGUNA;0
PLAN B, EL;BAR;C/ DE LOS SUEÑOS, 18 (ANTIGUA GENERAL SANJURJO);0;38006;0;0;0;SANTA CRUZ DE TENERIFE;60
PLANET;PIZZERÍA;PASEO GALO PONTE, S/N. ;0;38612;0;0;0;GRANADILLA DE ABONA;24
PLANET FOOTBALL (PLANETA FUTBOL);BAR;VERONICA III, L-35/36/37 C.C. ;0;38660;0;0;0;ARONA;0
PLANET FUN APOLO;SALON RECREATIVO;BRAVO MURILLO, 3 AVDA. (EDIF. MAPFRE);0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
PLANET FUN AVENIDA;SALON RECREATIVO;HERRADORES, 18;0;38200;0;0;0;LA LAGUNA;0
PLANET FUN CRISTIANOS II;SALON RECREATIVO;JUAN CARLOS I, S/N. AVDA. (C.C. BAHÍA, L-4/5/6);0;38650;0;0;0;ARONA;0
PLANET FUN LAS VISTAS;BAR;C.C. VISTASUR, L-26/27/28;0;38650;0;0;0;ARONA;0
PLANET FUN MEDANO;SALON RECREATIVO;PASEO MARITIMO, S/N.;0;38000;0;0;0;GRANADILLA DE ABONA;0
PLANET FUN TORVISCAS;SALON RECREATIVO;CENTRO COSTA, L-3 C.C.;0;38670;0;0;0;ADEJE;0
PLANETA FUTBOL;BAR;MARITIMA AVDA. (EDIF. BAHIA, L-2) ;0;38650;0;0;0;ARONA;0
PLANETA FUTBOL;BAR;LAGUNA PARK, L-111 URB. ;0;38670;0;0;0;ADEJE;0
PLANETA GOLOSO;BAR-CAFETERIA;AVDA. LA HABANA, 11 - C.C. SAN TELMO, L - 1DY2D;11;38640;0;0;0;ARONA;32
PLANETA, EL;BAR;PARALELA DELGADO BARRETO (EDIF. TANA) ;0;38000;0;0;0;LA LAGUNA;0
PLANTA, LA;BAR;HERMANO PEDRO, 10 ;0;38000;0;0;0;SANTA URSULA;0
PLASITA, LA;BAR;SAN FRANCISCO, 117 ;0;38002;0;0;0;SANTA CRUZ DE TENERIFE;25
PLASMA;RESTAURANTE;LITORAL I, L-1B C.C.;0;38670;0;0;0;ADEJE;70
PLATA, LA;RESTAURANTE;LA SALLE, 25  AVDA. (ROTONDA BAJO) ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;60
PLATEA, LA;CAFETERIA;C/. IMELDO SERIS, 48;0;38002;377628;3149462;11;SANTA CRUZ DE TENERIFE;18
PLATILLO VOLANTE;BAR;CALLAO DE LIMA, ESQ. ROBAYNA, 3 ;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;8
PLATO;BAR;GENERALISIMO AVDA. EDF. MARTINA. ;0;38000;0;0;0;PUERTO DE LA CRUZ;0
PLATO;RESTAURANTE;C/. CELIA CRUZ, 4;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;190
PLAY BOY;PIZZERIA;BAJOS HOTEL CARIBE, L-4/5  ;0;38660;0;0;0;ADEJE;120
PLAY BOY'S;BAR;C.C. MAGALY ;0;38000;0;0;0;ARONA;0
PLAYA;BAR;GENERAL PLAYA SAN JUAN, 25 CTRA. ;0;38680;0;0;0;GUIA DE ISORA;0
PLAYA;KIOSCO;PASEO PLAYA DE SAN JUAN;0;38687;0;0;0;GUIA DE ISORA;0
PLAYA;RESTAURANTE;PLAYA ROQUE DE LAS BODEGAS, 3 ;0;38130;0;0;0;SANTA CRUZ DE TENERIFE;60
PLAYA CASA PEPE, LA;RESTAURANTE;LAS PISCINAS AVDA.  (PASEO WERNER RAUTTEMBERG);0;38250;0;0;0;LA LAGUNA;50
PLAYA CHICA;RESTAURANTE;MARCIAL GARCIA, 32 ;0;38000;0;0;0;GRANADILLA DE ABONA;72
PLAYA CHICA;BAR;MARCIAL GARCIA, 32 ;0;38612;0;0;0;GRANADILLA DE ABONA;20
PLAYA CLUB;RESTAURANTE;EL LITORAL, S/N. AVDA.  ;0;38640;0;0;0;ADEJE;176
PLAYA DE MARTIANEZ;RESTAURANTE;COLON, S/N. AVDA. ;0;38400;0;0;0;PUERTO DE LA CRUZ;210
PLAYA DE MARTIANEZ;CAFETERIA;COLON AVDA. (PASEO MARITIMO) PLAYA DE MARTIANEZ;0;38400;0;0;0;PUERTO DE LA CRUZ;210
PLAYA DE MARTIANEZ;RESTAURANTE;COLON, S/N. AV. DE ;0;38400;0;0;0;PUERTO DE LA CRUZ;107
PLAYA FAÑABE IV;BAR;C.C. LITORAL FAÑABE, IV UR. PLAYAS DE FAÑABE;0;38670;0;0;0;ADEJE;0
PLAYA FLOR MUSIC;BAR;AVDA. RAFAEL PUIG LLUVINA, 4 - C.C. VERONICA II, L-3/5/6 ;0;38640;0;0;0;ARONA;30
PLAYA GRANDE;CERVECERIA;Pº NTRA. SRA. MERCEDES ROJAS, 14 ;0;38600;0;0;0;GRANADILLA DE ABONA;58
PLAYA LA NEA;RESTAURANTE;LA NEA PYA. ;0;38109;0;0;0;EL ROSARIO;86
PLAYA LAS ARENAS;RESTAURANTE;EL RINCON, S/N.;0;38480;0;0;0;BUENAVISTA DEL NORTE;40
PLAYA PARAISO;RESTAURANTE;PLAYA PARAISO, S/N. AVDA. (COMPLEJO GRAN AZUL 1/2);0;38670;326279;3112008;87;ADEJE;46
PLAYA PUB;BAR;CANDELARIA ;0;38000;0;0;0;CANDELARIA;30
PLAYA SOL;RESTAURANTE;EL PRESIDENTE, 16 C.C.  ;0;38660;0;0;0;ARONA;167
PLAYA TAJAO;RESTAURANTE;C/. PASEO CALLAO HONDO, 1 ;0;38580;0;0;0;ARICO;42
PLAYA TROPICAL;BAR;HOTEL PONDEROSA. LAS AMERICAS PYA. ;0;38660;0;0;0;ADEJE;14
PLAYA, LA;BAR;JOSE ANTONIO, S/N ;0;38000;0;0;0;CANDELARIA;20
PLAYAOLID;BAR;ERNESTO SARTI, 18 (URB. TORVISCAS) ;0;38679;0;0;0;ADEJE;40
PLAYAOLID;RESTAURANTE;ERNESTO SARTI, 18 AVDA. (URB. TORVISCAS);0;38679;0;0;0;ADEJE;100
PLAYAZUL;BAR;APTOS. PLAYAZUL II - LAS AMERICAS ;0;38000;0;0;0;ARONA;0
PLAYAZUL;CAFETERIA;ARQUITECTO GOMEZ CUESTA, 6 (EDIF. PLAYAZUL);0;38670;0;0;0;ARONA;49
PLAYITA, LA;RESTAURANTE;CTRA. SAN ANDRES, 21;0;38180;0;0;0;SANTA CRUZ DE TENERIFE;40
PLAYITA, LA;BAR;SITO CARAVEO ;0;38000;0;0;0;LA OROTAVA;0
PLAYITA, LA;RESTAURANTE;LA PLAYITA, 18 ;0;38300;0;0;0;LA OROTAVA;67
PLAZA;BAR;PILAR, 2 ;0;38002;0;0;0;SANTA CRUZ DE TENERIFE;0
PLAZA;BAR-CAFETERIA;CAMINO REAL, 50;0;38410;0;0;0;LOS REALEJOS;25
PLAZA;BAR;LA PLAZA, S/N. ;0;38000;0;0;0;LA LAGUNA;0
PLAZA;BAR;C/. SANTA MARIA DE LA CABEZA, 13;0;38000;0;0;0;GRANADILLA DE ABONA;0
PLAZA;BAR;PLAZA LAS INDIAS, 4 ;0;38508;0;0;0;GÜIMAR;0
PLAZA;BAR;FARROBO, 2 ;0;38440;0;0;0;LA GUANCHA;20
PLAZA;BAR;CHICOSO, 143 ;0;38000;0;0;0;CANDELARIA;0
PLAZA;BAR;GUILLEN, 3 ;0;38120;0;0;0;SANTA CRUZ DE TENERIFE;0
PLAZA;BAR;GENERAL FRANCI, 41 CTRA. ;0;38436;0;0;0;SANTIAGO DEL TEIDE;0
PLAZA;BAR;DE TEJINA, PZA. ;0;38000;0;0;0;LA LAGUNA;0
PLAZA;BAR;BLAS PEREZ, 1 ;0;38410;0;0;0;LOS REALEJOS;0
PLAZA;CAFETERIA;PATRONA DE CANARIAS, 2 PZA. ;0;38530;0;0;0;CANDELARIA;0
PLAZA;RESTAURANTE;PUEBLO CANARIO (SAN EUGENIO) ;0;38650;0;0;0;ADEJE;52
PLAZA;BAR;CTRA. GENERAL LOS ROQUES, S/N. ;0;38570;0;0;0;FASNIA;0
PLAZA;BAR;LA GOMERA, 103 (EL FRAILE) ;0;38639;0;0;0;ARONA;12
PLAZA;BAR;CTRA. NUEVA, 230 ;0;38350;0;0;0;TACORONTE;0
PLAZA;BAR;REAL, S/N. ;0;38370;0;0;0;LA MATANZA DE ACENTEJO;0
PLAZA;BAR;EL AMPARO, 1 PZA. ;0;38430;0;0;0;ICOD DE LOS VINOS;0
PLAZA;BAR;CARRERA, 20 BAJO ;0;38201;0;0;0;LA LAGUNA;0
PLAZA;BAR;MACHADO Y FIESCO, 25 (Bº CANDELARIA) ;0;38200;0;0;0;LA LAGUNA;0
PLAZA;RESTAURANTE;PUBLICA PUERTO DE SANTIAGO PZA.;0;38683;319289;3124594;39;SANTIAGO DEL TEIDE;82
PLAZA;BAR-CAFETERIA;AV PLAYA DE LAS AMERICAS, 3 (PARQUE SANTIAGO V PLANTA BAJA, L-1);0;38660;0;0;0;ARONA;0
PLAZA;BAR;LA PLAZA, S/N. ;0;38687;0;0;0;GUIA DE ISORA;0
PLAZA;BAR;LLANO DEL MORO ;0;38000;0;0;0;EL ROSARIO;0
PLAZA;BAR;ALVAREZ QUINTERO, 16 ;0;38639;0;0;0;SAN MIGUEL;38
PLAZA;BAR;GENERAL FRANCO, S/N. (EDIF. VISTABELLA) ;0;38412;0;0;0;LOS REALEJOS;0
PLAZA;BAR;GENERAL FRANCO, 1 ;0;38550;0;0;0;ARAFO;20
PLAZA;BAR;PEDRO JUAN GARCIA HERNANDEZ, 7;0;38290;0;0;0;EL ROSARIO;0
PLAZA;BAR;C/. PLAZA, 10 ;0;38686;0;0;0;GUIA DE ISORA;16
PLAZA;BAR;SAN ANDRES, 15 ;0;38460;0;0;0;GARACHICO;0
PLAZA;BAR;ABAJO, S/N. ;0;38000;0;0;0;LA LAGUNA;0
PLAZA;BAR;SANTO DOMINGO ESQ. PUNTO FIJO, S/N. ;0;38400;0;0;0;PUERTO DE LA CRUZ;50
PLAZA;RESTAURANTE;LITORAL, L-206 C.C. ;0;38660;0;0;0;ADEJE;210
PLAZA;BAR;AYUNTAMIENTO PZA., 7 ;0;38290;0;0;0;EL ROSARIO;26
PLAZA;BAR;VELAZQUEZ, 1 ;0;38630;0;0;0;GRANADILLA DE ABONA;15
PLAZA BOULEVARD CAFE;CAFETERIA;AVDA. BRUSELAS, S/N. (C.C. FAÑABE, L-155);0;38660;0;0;0;ADEJE;160
PLAZA CAFE KAISER (STRAND CAFE KAISER);RESTAURANTE;SUECIA, S/N. AVDA. (C.C. NUEVO MAR L-2F) ;0;38650;0;0;0;ARONA;54
PLAZA CANARIA;RESTAURANTE;VENEZUELA, 19 AVDA.(ED. YANES BARRETO) ;0;38400;0;0;0;PUERTO DE LA CRUZ;56
PLAZA DE LAS FERIAS;BAR;PLAZA DE LAS FERIAS, 1;0;38440;28,37460582;-16,65203869;0;LA GUANCHA;40
PLAZA DE TOROS;BAR;SAN ANTONIO ;0;38000;0;0;0;PUERTO DE LA CRUZ;0
PLAZA DE TOROS LA RUEDA;BAR;CAMINO DEL COCHE ;0;38400;0;0;0;PUERTO DE LA CRUZ;0
PLAZA DE VENEZUELA;AREPERA;GENERAL DE BAJAMAR, 123 CTRA. ;0;38000;0;0;0;LA LAGUNA;76
PLAZA DEL CIT;BAR;AVDA MARITIMA, PLAZA EL CIT, 176;0;38530;0;0;0;CANDELARIA;50
PLAZA DEL CRISTO;BAR;DEL CRISTO PZA., S/N ;0;38000;0;0;0;TACORONTE;0
PLAZA LA CRUZ;BAR;GENERAL EULACH, 8 ;0;38000;0;0;0;BUENAVISTA DEL NORTE;0
PLAZA LA LUZ;KIOSCO;PZA. LA LUZ;0;38470;0;0;0;LOS SILOS;0
PLAZA LA VERA;BAR;PIEDRA BLANCA, S/N. ;0;38400;0;0;0;PUERTO DE LA CRUZ;0
PLAZA LORENZO CACERES;KIOSCO;PLAZA LORENZO CACERES ;0;38430;0;0;0;ICOD DE LOS VINOS;0
PLAZA MEDANO;RESTAURANTE;C/. HERMANO PEDRO, 2;0;38612;0;0;0;GRANADILLA DE ABONA;0
PLAZA RODRIGUEZ LARA;BAR;RODRIGUEZ LARA PZA. ;0;38000;0;0;0;LA VICTORIA DE ACENTEJO;0
PLAZA ROJA;RESTAURANTE;AVDA. GALVAN BELLO, EDF. PILARICA, 2;0;38612;0;0;0;GRANADILLA DE ABONA;40
PLAZA SALINAS;CAFETERIA;AVDA. ANTONIO DOMINGUEZ, 4 (EDIF. EL NAVEGANTE, L-4);0;38640;28,05609678;-16,7252012;0;ARONA;50
PLAZA VENEZUELA;AREPERA;VALDES CENTER, L-20A EDIF. ;0;38650;0;0;0;ARONA;44
PLAZA VIP, CERVECERIA LA;BAR;PLAZA LA IGLESIA ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
PLAZA, KIOSCO DE LA;BAR;PLAZA SAN ANTONIO ;0;38550;0;0;0;ARAFO;0
PLAZA, LA;BAR-CAFETERIA;C/ SIMON HIGUERA;0;38540;0;0;0;CANDELARIA;0
PLAZA, LA;BAR;CERVANTES LOC. 2- SAN JERONIMO PZA. ;0;38108;0;0;0;LA LAGUNA;0
PLAZA, LA;BAR;FRANCISCO AFONSO CARRILLO, 58 ;0;38207;0;0;0;LA LAGUNA;0
PLAZA, LA;CAFETERIA;C/. MARIA AMALIA FRIAS, 3;0;38650;0;0;0;ARONA;60
PLAZA, LA;DULCERIA;C/ LA TOSCA, 8 ;0;38683;319267;3124594;10;SANTIAGO DEL TEIDE;0
PLAZA, LA;BAR;DEL GENERALISIMO PZA. ;0;38000;0;0;0;GARACHICO;0
PLAZA, LA;CAFETERIA;C.C. ALCAMPO LA LAGUNA, L-55;0;38108;0;0;0;LA LAGUNA;25
PLAZA, LA;BAR;DEL ROSARIO PZA. ;0;38270;0;0;0;LA LAGUNA;0
PLAZA, LA;BAR;C/. SAN JUAN, 2;0;38680;0;0;0;GUIA DE ISORA;20
PLAZA, LA;BAR;AGUA GARCIA ;0;38355;0;0;0;TACORONTE;0
PLAZA, LA;BAR;SAN LORENZO, 24 AVDA. ;0;38626;0;0;0;ARONA;0
PLAZA, LA;CAFETERIA;MEDANO, S/N. PZA. ;0;38612;0;0;0;GRANADILLA DE ABONA;46
PLAZA, LA (THE PLAZA);RESTAURANTE;SAN BLAS, L-54 C.C. ;0;38630;0;0;0;SAN MIGUEL;72
PLAZA, LA KIOSKO;BAR;FRANCISCO MONTESDEOCA, S/N. (PZA. LIBERT AD);0;38000;0;0;0;GARACHICO;66
PLAZOLETA;HAMBURGUESERÍA;SAN JOSE, 18 ;0;38120;0;0;0;SANTA CRUZ DE TENERIFE;0
PLUTO'S;BAR;C.C. VERONICA I LOC. 34 ;0;38660;0;0;0;ARONA;300
POCO LOCO;RESTAURANTE;CAMINOS LOS DRAGOS, 5  ( SITIO LITRE);0;38400;0;0;0;PUERTO DE LA CRUZ;250
PODENCO, EL;TASCA;LAS ARENITAS, 12 L-10;0;38530;0;0;0;CANDELARIA;0
PODIUM;BAR;C/. AZORIN, 6 (URB. LOS CARDONES);0;38611;0;0;0;GRANADILLA DE ABONA;0
POKINS;BAR;C.C. VERONICAS III, LOCALES 19 - 20 LAS AMERICAS ;0;38660;0;0;0;ARONA;100
POLAR;BAR;LUJAN PEREZ, 29;0;38670;0;0;0;ADEJE;0
POLE, EL;BAR;LOMO COLORADO, 78 ;0;38000;0;0;0;TACORONTE;15
POLE, EL;RESTAURANTE;CALVARIO, 46 ;0;38350;0;0;0;TACORONTE;40
POLIGONO, EL;RESTAURANTE-CAFETERIA;POLIGONO INDUSTRIAL VALLE DE GÜIMAR, MANZANA A, PARCELA 1;0;38550;0;0;0;ARAFO;148
POLIGONO, EL;BAR;TOMAS EDISON, 4 (POLIG. SAN ISIDRO) ;0;38108;0;0;0;EL ROSARIO;0
POLINESIAN;BAR;SERRANO, 82 ;0;38003;0;0;0;PUERTO DE LA CRUZ;60
POLIZON;BAR;GENERAL A ARMEÑIME, 26 CTRA. ;0;38670;0;0;0;ADEJE;25
POLIZON TARIFE;BAR;GENERAL ARMEÑIME, 2 CTRA.  ;0;38670;0;0;0;ADEJE;0
POLLERA, LA;CAFETERIA;SANTA CRUZ AVDA., 17 ;0;38600;0;0;0;GRANADILLA DE ABONA;24
POLLO DE ORO, EL;RESTAURANTE;PRINCIPAL AÑAZA, S/N. AVDA. (EDIF. LOS GUIRRES, L-5);0;38109;0;0;0;SANTA CRUZ DE TENERIFE;50
POLLO DE ORO, EL;RESTAURANTE;AVDA. ADEJE 300,  (C.C. PARAISO, L-2);0;38678;0;0;0;ADEJE;50
POLLO KEBAP;RESTAURANTE;C/. MARIA DEL CRISTO OSSUNA, 18 L-12;0;38204;0;0;0;LA LAGUNA;50
POLLO KING;RESTAURANTE;CASTRO, 5 ;0;38611;0;0;0;GRANADILLA DE ABONA;46
POLLOLANDIA;RESTAURANTE;SOR MARIA DE JESUS, 1 ;0;38320;0;0;0;SANTA CRUZ DE TENERIFE;50
POLLY'S TEA ROOM (SALON DE TE DE POLLY);HELADERIA;C/ LOS GUIOS, POBLADO MARINERO L-18A;0;38436;0;0;0;SANTIAGO DEL TEIDE;6
POLONIA;BAR;SANTO DOMINGO ;0;38000;0;0;0;GÜIMAR;0
POLVORA, LA;BAR;PEREZ DIAZ, 1 ;0;38380;0;0;0;LA VICTORIA DE ACENTEJO;12
POLVORIN, EL;RESTAURANTE;LUIS LAVAGGI ;0;38400;0;0;0;PUERTO DE LA CRUZ;60
POLVORIN, EL;RESTAURANTE;LOS ROSALES, 10 ;0;38300;0;0;0;LA OROTAVA;0
POLYGON;CAFETERIA;PALOMA BEACH, L-4 C.C. ;0;38650;0;0;0;ARONA;42
POMODORO;RESTAURANTE;SANTO DOMINGO, S/N. (MIRADOR PUNTA DEL VIENTO PZA.);0;38400;0;0;0;PUERTO DE LA CRUZ;114
POMPA, LA;RESTAURANTE;EL TREBOL, L-56 URB. ;0;38630;0;0;0;ARONA;53
PONCHE;BAR;CRUCE DE AROBA ;0;38000;0;0;0;CANDELARIA;30
PONCHO;BAR;BDA. SANTA CLARA BQ. 3 LOC. 14 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
PONCHO;RESTAURANTE;COLON, 14 AVDA. (EDIF. BELGICA);0;38400;348803;3144563;6;PUERTO DE LA CRUZ;207
PONDEROSA, LA;BAR;RIVERA, 5. (BARRIO NUEVO) ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
PONTE VECCHIO;RESTAURANTE;SAN ROQUE, S/N. (EL CABEZO) ;0;38650;0;0;0;ARONA;60
POOL (PISCINA);CAFETERIA;OCEAN VIEW, 1117D URB.;0;38670;0;0;0;ADEJE;50
POOL BAR OASIS GOLF RESORT;BAR PISCINA;MEANDRO, S/N. (APTOS. OASIS GOLF RESORT);0;38640;0;0;0;ARONA;60
POOL CENTER (CENTRO DE BILLARES);BAR;C.C. PUERTO COLON, L-323;0;38660;0;0;0;ADEJE;0
POOL FACTORY (FABRICA DE BILLAR);BAR;MADRID, 4 AVDA.;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;0
POPA, LA;RESTAURANTE;C/. MIRAFLORES, 80;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;0
POPEYE, EL;BAR;VERONICA I C.C. ;0;38660;0;0;0;ARONA;0
POP-INN'S (BIENVENIDA A POP-IN);CAFETERIA;AVDA. DE ESPAÑA, 1 (COMPLEJO FLAMINGO SUITE, L-4);0;38670;0;0;0;ADEJE;78
POPY'S TENERIFE;BAR;SANTA MARIA SOLEDAD, 8 L-5 ;0;38010;0;0;0;SANTA CRUZ DE TENERIFE;12
PORCHITO, EL;CAFETERIA;SABINO BERTHELOT AUGIER, 1;0;38300;0;0;0;LA OROTAVA;35
PORIS;RESTAURANTE;C/. VILLA ARICO, 11;0;38260;0;0;0;ARICO;50
PORIS, EL;RESTAURANTE;AUTOPISTA TF-1 KM. 39,50 SENTIDO SANTA CRUZ - LOS CRISTIANOS MARGEN IZQ.;0;38588;0;0;0;ARICO;36
PORKIES (CERDITOS);RESTAURANTE;C/. HERMANO PEDRO DE BETHENCOURT, 2 (C.C. APOLO, L-3/8);0;38650;331859;3104433;51;ARONA;52
PORLAMAR;BAR;MENDEZ NUÑEZ, 29 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
POROPO;BAR;LA ARENA, S/N. (Nº 13);0;38631;0;0;0;ARONA;15
PORRON, EL;RESTAURANTE;SANTA CRUZ, 75 AVDA. ;0;38500;0;0;0;GÜIMAR;34
PORRONES, LOS;BAR;SANTA CRUZ AVDA., 139 ;0;38600;0;0;0;GRANADILLA DE ABONA;40
PORTEZUELO, EL;RESTAURANTE;C/. NUEVA, 36 ;0;38280;0;0;0;TEGUESTE;48
PORTILLO, EL;RESTAURANTE;CTRA. GENERAL LAS CAÑADAS KM. 31.2;0;38300;0;0;0;LA OROTAVA;80
PORTO CRISTO;RESTAURANTE;CRUZ DEL LLANO PZA., 10 ;0;38670;0;0;0;ADEJE;42
PORTON PLATA;BAR;PRIMERA, 9 (FINCA ESPAÑA) ;0;38000;0;0;0;LA LAGUNA;0
PORTON, EL;RESTAURANTE;LA PALOMA, 6;0;38660;0;0;0;ARONA;110
PORTOSIN;BAR;PENETRACION, S/N. AVDA. ;0;38660;0;0;0;ARONA;0
PORTUGUES, EL;BAR;CALZADITA, 33;0;38510;0;0;0;CANDELARIA;50
PORVENIR, EL;BAR;TOME CANO, 7 (EDIF. CORNALINA) ;0;38004;0;0;0;SANTA CRUZ DE TENERIFE;30
POSADA DEL PEZ, LA;RESTAURANTE;CTRA. TAGANANA, 2;0;38120;0;0;0;SANTA CRUZ DE TENERIFE;44
POSADA DEL REY;CAFETERIA;C/. INGENIERO AZUCARERO, 34 (POLIGONO SAN JERÓNIMO);0;38300;0;0;0;LA OROTAVA;50
POSADA, LA;RESTAURANTE;C/. SAN FERNANDO, 7 ;0;38001;0;0;0;SANTA CRUZ DE TENERIFE;40
POSEIDON;RESTAURANTE;PARQUE ACUATICO OCTOPUS ;0;38670;0;0;0;ADEJE;100
POSTRE, EL;CAFETERIA;GRAL DEL NORTE, 166 CTRA.  ;0;38298;0;0;0;LA LAGUNA;84
POTATO CLUB (PAPAS ASADAS);RESTAURANTE;C/. LOS EMIGRANTES, 23 (EDIF. LA ASOMADA, L-2);0;38687;0;0;0;GUIA DE ISORA;52
POTREROS, LOS;CAFETERIA;NIVARIA, L-6 (EDIF. NUEVA ORLEANS) ;0;38410;0;0;0;LOS REALEJOS;40
POZO CANARIO, EL;RESTAURANTE;GENERAL ICOD-BUENAVISTA TF.142 CTRA.  ;0;38470;0;0;0;LOS SILOS;119
POZO DE LA SUERTE 2;CAFETERIA;ACEVIÑO (EDIF. ACEVI|O);0;38400;0;0;0;PUERTO DE LA CRUZ;32
POZO, BODEGON EL;BAR;CMO. EL MONTURRIO, S/N. ;0;38300;0;0;0;LA OROTAVA;4
POZO, EL;BAR;SAN JUAN, 49 ;0;38100;0;0;0;SANTA CRUZ DE TENERIFE;0
POZO, EL;RESTAURANTE;LOS ANGELES, S/N.  (EDIF. VIGILIA PARK, L-49/50);0;38683;0;0;0;SANTIAGO DEL TEIDE;36
POZO, EL;RESTAURANTE;GENERAL DE GENETO, 27 CTRA. ;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;64
