Establecimiento;Tipo;Direccion;Numero;CodigoPostal;Coordenada_X;Coordenada_Y;Altitud;Municipio;Plazas
CHIRINGUITO EL CABEZO;BAR-CAFETERIA;PLAYA EL CABEZO, S/N;0;38612;28,04647704;-16,5338995;0;GRANADILLA DE ABONA;8
CHIRINGUITO III;BAR;C/. HERMANO PEDRO, 8 ;0;38611;0;0;0;GRANADILLA DE ABONA;0
CHIRINGUITO PIRATA;BAR-CAFETERIA;C/ EL CANO, S/N - URB. SOTAVENTO;NULL;38600;28,02994885;-16,56365901;0;GRANADILLA DE ABONA;0
CHIRINGUITO UCANCA;RESTAURANTE;PARQUE SANTIAGO IV (LAS AMERICAS) ;0;38000;0;0;0;ARONA;175
CHIRINGUITO UCANCA;CAFETERIA;PARQUE SANTIAGO IV -PISCINA- URB. ;0;38660;329440;3104546;4;ARONA;148
CHIRINGUITO, EL;CAFETERIA;DCHA.HOTEL ESMERALDA (TORVISCAS BAJO) ;0;38679;0;0;0;ADEJE;60
CHIRINGUITO, EL;BAR;MERCADO NTRA. SRA. AFRICA, LOCAL 25 SAN SEBASTIAN, S/N.;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;0
CHIRINGUITO, EL;CAFETERIA;PARTHOTEL COLINA BLANCA (SAN EUGENIO) ;0;38660;0;0;0;ADEJE;42
CHIRINGUITO, EL;BAR-CAFETERIA;C/. TAMADUSTE, 15 (ATOGO);0;38611;0;0;0;GRANADILLA DE ABONA;42
CHIRINGUITO, EL;BAR;MARE VERDE APTOS. (TORVISCAS BAJO) ;0;38670;0;0;0;ADEJE;16
CHIRINGUITO, EL;BAR;GENERAL DEL NORTE, 132 CTRA. ;0;38380;0;0;0;LA VICTORIA DE ACENTEJO;0
CHIRINGUITO, EL;RESTAURANTE;GENERAL DEL SUR, KM. 23 CTRA.  ;0;38550;0;0;0;ARAFO;45
CHIVISAYA;RESTAURANTE;PADRE ANCHIETA, 38 ;0;38006;0;0;0;SANTA CRUZ DE TENERIFE;35
CHO JAQUE;CAFETERIA;CTRA. LAS ARENITAS. ;0;38520;0;0;0;CANDELARIA;0
CHO JUAN;BAR-CAFETERIA;C/ PUERTA CANSECO, 43;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;0
CHO JUAN;TASCA;CTRA. A LOS ABRIGOS, 167 ;0;38628;341505;3107003;368;SAN MIGUEL;48
CHOCHOS, LOS;BAR;REAL, 342 ;0;38000;0;0;0;TACORONTE;0
CHOCOLATE;CAFETERIA;LAVADEROS, S/N.;0;38680;0;0;0;EL SAUZAL;80
CHOLIGERO;BAR;CRTA. GENERAL DEL SUR, 152 KM. 9.5 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
CHOLIGERO, EL;RESTAURANTE;CTRA. GRAL. DEL SUR KM. 9,5, 152;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;26
CHOPSTIX (PALILLOS CHINOS);RESTAURANTE;AVDA. FLAMINGO, 2 (C.C. LOS MUELLES DE GENOVA, L-26/27/28);0;38627;0;0;0;ARONA;62
CHOQUERAS;BAR;VIERA Y CLAVIJO, 93 ;0;38412;0;0;0;LOS REALEJOS;0
CHOQUITOS, LOS;RESTAURANTE;C.C. EL PRESIDENTE, 117 ;0;38640;0;0;0;ARONA;60
CHORRILLO, EL;BAR;GENERAL DEL SUR, 150  KM. 9 CTRA.  ;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;18
CHORRO, EL;BAR;LOS SUSPIROS, 2;0;38686;0;0;0;GUIA DE ISORA;0
CHORRO, EL;BAR;TAGANANA CTRA. ;29;38120;0;0;0;SANTA CRUZ DE TENERIFE;20
CHORRO, EL;BAR PISCINA;APTOS. LAGUNA PARK II ;0;38670;0;0;0;ADEJE;0
CHOUKY'S (BELGA);RESTAURANTE;AVDA. SUECIA, S/N. (C.C. NOVOMAR, L-F/5);0;38640;0;0;0;ARONA;70
CHOZA, LA;PIZZERIA;LAS PALMERAS, 27 AVDA.  ;0;38205;0;0;0;LA LAGUNA;25
CHOZA, LA;RESTAURANTE;LAS ABIERTAS, 57 ;0;38350;0;0;0;TACORONTE;98
CHOZA, LA (THE SHACK);RESTAURANTE;FINLANDIA, 8 ;0;38660;0;0;0;ADEJE;79
CHOZAS DEL DUQUE, LAS;RESTAURANTE;PUNTA BRAVA, S/N. (LORO PARQUE) ;0;38400;0;0;0;PUERTO DE LA CRUZ;195
CHOZAS, LAS;RESTAURANTE;C/. EL JARDIN, 76;0;38410;0;0;0;LOS REALEJOS;50
CHOZO, EL;BAR;C/. RECTOR JOSE ESCOBEDO, 12 L-1 (Bº LA SALUD ALTO);0;38320;0;0;0;LA LAGUNA;0
CHRITIM S.L.;BAR;MARITIMA, 3 AV. (URB. LAS PALMERAS) ;0;38436;0;0;0;SANTIAGO DEL TEIDE;0
CHURCH, THE (LA IGLESIA);RESTAURANTE;PENETRACION, S/N. AVDA. (C.C. JARDINES CANARIOS, LOCAL 1);0;38650;0;0;0;ARONA;238
CHURCHILL;BAR-CAFETERIA;C/ JUAN REVERON SIERRA, EDF. FAYSER L-4;NULL;38650;0;0;0;ARONA;20
CHURCHILLS;CAFETERIA;C/. POBLADO MARINERO, 2 L-7;0;38683;319306;3125935;32;SANTIAGO DEL TEIDE;34
CHURRASQUERIA RODEO;CHURRASQUERÍA;GENERAL DEL NORTE, 441 CTRA. ;0;38350;0;0;0;TACORONTE;100
CHURRASQUERIA RODEO SUR;CHURRASQUERÍA;AMERICA, S/N. AVDA. (C.C.AMERICA PLAYA, L-1);0;38640;329947;3104477;36;ARONA;234
CHURRASQUERIA RODEO SUR;CHURRASQUERÍA;PLAYA FAÑABE, 35 URB. ;0;38670;0;0;0;ADEJE;132
CHURRERIA;BAR;LA PALMA, 98 ;0;38639;0;0;0;ARONA;25
CHURRERIA;BAR;ANTIGUA GENERAL FRANCO, 34 ;0;38640;0;0;0;ARONA;0
CHURRERIA AREPERA 82;BAR;AVDA. FUNDADOR GONZALO GONZALEZ, 6;0;38600;0;0;0;GRANADILLA DE ABONA;30
CHURRERIA AREPERA EL GUANCHE;BAR;SAN ANTONIO, 37 BAJO ;0;38202;0;0;0;LA LAGUNA;0
CHURRERIA LA CANDELARIA;BAR-CAFETERIA;C/ FRAY CRISTOBAL ORAMAS, 23, LOCAL BAJO;NULL;38430;0;0;0;ICOD DE LOS VINOS;22
CHURRERIA LA ESTACION;CHURRERIA;RAMBLA LOS MENCEYES, S/N. (ESTACIÓN DE GUAGUAS);0;38530;0;0;0;CANDELARIA;0
CHURRERIA LA TRADICIONAL;BAR;VALENTIN SANZ, S/N. ESQ. PUERTA CANSECO ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;18
CHURRERIA MARCOS;BAR-CAFETERIA;C/ VALLE MENENDEZ, 20, BAJO DCHA. ;0;38650;0;0;0;ARONA;0
CHURRERIA MARTIN;AUTOBAR;AVDA. PRINCIPES DE ESPAÑA, 44 105;0;38430;0;0;0;ICOD DE LOS VINOS;0
CHURRERIA TENERIFE;CAFETERIA;C/. CENTRAL, 8 (LAS ROSAS);0;38632;0;0;0;ARONA;61
CHURRERIA, LA;CAFETERIA;BUENOS AIRES, 19 AVDA.  ;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;31
CHURRITOS, LOS;BAR;DIQUE, 1 ;0;38002;0;0;0;SANTA CRUZ DE TENERIFE;20
CHURROMANIA;CHURRERIA;AUREA DIAZ FLORES, S/N. L-PO16;0;38005;0;0;0;SANTA CRUZ DE TENERIFE;50
CHURROTEKA, LA;RESTAURANTE;C/. SANTO DOMINGO, 6 ;0;38201;0;0;0;LA LAGUNA;30
CHURUATA;BAR;GENERAL EL AMPARO, 211 CTRA.;0;38430;0;0;0;ICOD DE LOS VINOS;0
CHURUATA, LA (LA CASITA);BAR;LOS MENORES, 8 (CRUCE SUBIDA A TAUCHO);0;38670;0;0;0;ADEJE;0
CIAO CIAO;PIZZERIA;ROMA, S/N. (C.C. LAS GAVIAS, L-3/4) URB. PLAYAS DE FAÑABE;0;38670;329570;3107993;17;ADEJE;114
CIBELES;HAMBURGUESERÍA;MARIA LUISA, 5 ;0;38108;0;0;0;LA LAGUNA;0
CIBELES, LA;PIZZERIA;EL CAMISON, L-41-42 RESID. ;0;38660;0;0;0;ARONA;85
CIBER CAFE;CIBER CAFE;C/. SAN EUGENIO, 5;0;38108;0;0;0;LA LAGUNA;0
CIBER CAFE CAMPUS;CAFE;PROLONG. C/. ANDROMEDA (RES.CAMPUS III) STA. MARIA DE GRACIA;0;38205;0;0;0;LA LAGUNA;0
CIBER-CAFE LLUNA;CIBER CAFE;CAMPANILLA, 29;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;0
CID, EL;RESTAURANTE;CTRA.GRAL. BAJAMAR, 116;0;38000;0;0;0;LA LAGUNA;0
CID, EL;BAR;BAJADA- URB. ROMANTICA II ;0;38000;0;0;0;LOS REALEJOS;0
CIELO;BAR;GENERALISIMO AVDA. (EDIF. DRAGO, L-8);0;38400;0;0;0;PUERTO DE LA CRUZ;70
CIELO, EL;BAR;GENERALISIMO AVDA. (EDIF. IBERIA BAJO) ;0;38400;0;0;0;PUERTO DE LA CRUZ;85
CIEN MONTADITOS;BAR-CAFETERIA;C.C. LA VILLA, 2, LOCAL 52 A;0;38300;0;0;0;LA OROTAVA;0
CIENFUEGOS;BAR;SAN JUAN, 82 ;0;38203;0;0;0;LA LAGUNA;0
CINCO DUROS, LOS;BAR;SAN LAZARO, 27 ;0;38023;0;0;0;LA LAGUNA;0
CINDY'S CORNER (LA ESQUINA DE CINDY);RESTAURANTE;COMPOSTELLA BEACH, L-8008/8009/8010 URB.;0;38600;330218;3104256;2;ARONA;104
CINE;BAR;LA MARINA, S/N. ;0;38650;0;0;0;ARONA;10
CINE;RESTAURANTE;EDIF. COMERC. MARINO, L-4 (EL CABEZO) ;0;38650;0;0;0;ARONA;70
CINE CASTILLO, CANTINA;BAR;GENERAL, 101 CTRA. ;0;38000;0;0;0;TEGUESTE;0
CINE ESCOBONAL;BAR;CINE ESCOBONAL ;0;38000;0;0;0;GÜIMAR;0
CINE FASNIA;BAR;PEREZ CACERES ;0;38570;0;0;0;FASNIA;0
CINE MEDINA;BAR;CANDELARIA ;0;38355;0;0;0;TACORONTE;0
CINEMA;BAR;CTRA. GRAL. PUERTO SANTIAGO, 20-(BAJO) ;0;38683;0;0;0;SANTIAGO DEL TEIDE;0
CINEMA CAFE;CAFETERIA;C/. SABINO BERTHELOT AUGIER, 5;0;38300;0;0;0;LA OROTAVA;100
CINTRA CLUB;BAR;CALVO SOTELO, 12 ;0;38000;0;0;0;PUERTO DE LA CRUZ;0
CIPRESES, LOS;RESTAURANTE;ESPAÑA, 3 (EDIF. LOS CIPRESES) ;0;38104;0;0;0;EL ROSARIO;49
CIRCO, EL;BAR;EL JARDIN, 92 ;0;38000;0;0;0;LOS REALEJOS;0
CIRCULO AMISTAD XII DE ENERO;CAFETERIA;RUIZ DE PADRON, 12 ;0;38002;0;0;0;SANTA CRUZ DE TENERIFE;70
CIRIACO;BAR;LA AMISTAD, 3 ;0;38500;0;0;0;GÜIMAR;52
CIRIACO CABRERA;BAR;AGUAMANSA ;0;38000;0;0;0;LA OROTAVA;0
CIRKUS TENERIFE;BAR;c/ GALDAR, 2 - EDF. DAIDA, SOTANO (C/. CARLOS J.R. HAMILTON, S/N. (RESIDENCIAL ANAGA-EDIF. DAIDA, SOTANO)  );0;38001;0;0;0;SANTA CRUZ DE TENERIFE;400
CISNE, EL (THE SWAN);RESTAURANTE;LAS PALMERAS, L-3/4 C.C. ;0;38660;0;0;0;ARONA;68
CITA;RESTAURANTE;SAN BLAS, L-71 C.C.;0;38620;342572;3101489;27;SAN MIGUEL;82
CITA;CAFETERIA;GRAN CHAPARRAL, L-96 C-B C.C. ;0;38000;0;0;0;ARONA;0
CITA PREVIA;CAFETERIA;POLIGONO RESIDENCIAL PADRE ANCHIETA, 101 L-52;0;38203;0;0;0;LA LAGUNA;29
CITA, LA;BAR;PLAZA MAYOR ;0;38631;0;0;0;ARONA;65
CITY;BAR;URB. JARDIN  LOC. 8 ;0;38670;0;0;0;ADEJE;60
CITY CENTER;CAFETERIA;CITY CENTER, L-6 C. C.  ;0;38660;0;0;0;ARONA;60
CITY CENTER;CAFETERIA;AV. DEL LITORAL, S/N. (LAS AM{ERICAS) ;0;38660;0;0;0;ADEJE;56
CITY CENTER;BAR;C.C. CITY CENTER ;0;38660;0;0;0;ARONA;44
CITY LA PAZ;CERVECERIA;ACEVIÑO, S/N. (EDIF. MASARU) ;0;38400;0;0;0;PUERTO DE LA CRUZ;75
CITY NEWS (NOTICIAS DE CIUDAD);BAR;TRINIDAD, 48 L-5 AVDA. ;0;38204;0;0;0;LA LAGUNA;25
CITY SPORTS CAFE (CIUDAD, DEPORTE, CAFE);BAR;C/. UNAMUNO, ESQ. AVDA.MADRID (CONJUNTO RES. PARQUE LA GRANJA, L-10);0;38007;0;0;0;SANTA CRUZ DE TENERIFE;0
CIUDAD ABERDEEN;PIZZERIA;COSTA TORVISCAS, L-63/8 C.C. ;0;38670;0;0;0;ADEJE;119
CIUDAD DE ABEERDEN;RESTAURANTE;PLAYA FAÑABE, L-1 C.C. ;0;38660;0;0;0;ADEJE;96
CIUDAD DE ABERDEEN;PIZZERIA;PUEBLO CANARIO, L-328/330 C.C.  ;0;38660;0;0;0;ADEJE;88
CIUDAD DE FIRENZE;PIZZERIA;LOS GERANIOS, L-6 EDIF. ;0;38660;0;0;0;ADEJE;44
CIUDAD DE PESHAWRI;RESTAURANTE;AVDA. EL PALM-MAR, 35 (EDIF. TERRAZAS DEL FARO, BLOQUE D PTA. 9);0;38639;0;0;0;ARONA;56
CIUDAD LAGUNA;RESTAURANTE;LA CUESTA-TACO CTRA. ESQ. LAS INDUSTRIAS (CERCADO CHICO);0;38108;373222;3147652;305;LA LAGUNA;161
CIUDAD ORIENTAL (ORIENT CITY);RESTAURANTE;CIUDAD JARDIN, L-1 C.C. ;0;38600;0;0;0;ADEJE;56
CIUDADANO DE GLASGOW, EL (THE GLASWEGIAN);BAR;C.C. VERONICA I- LAS AMERICAS ;0;38650;0;0;0;ARONA;30
CIURI CIURI;RESTAURANTE;C/. BERNA, 7;0;38650;0;0;0;ARONA;98
CKS BISTRO;RESTAURANTE;PASAJE JACARANDA, 2;0;38683;319380;3125571;29;SANTIAGO DEL TEIDE;49
CLARETS;RESTAURANTE;CHAYOFA, S/N. URB. ;0;38650;0;0;0;ARONA;136
CLASICO DEL ORO VERDE, EL;RESTAURANTE;ERNESTO SARTI, 14 L-2 AVDA.;0;38660;329926;3107972;54;ADEJE;84
CLAUDIO;RESTAURANTE;PLAYA SAN MARCOS, S/N.;0;38430;331093;3140263;42;ICOD DE LOS VINOS;75
CLAUDIO;RESTAURANTE;CTRA. GRAL. DEL SUR KM. 9, 124;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;0
CLAUDIO, AUTOBAR;BAR;PLAZA DEL MEDANO ;0;38611;0;0;0;GRANADILLA DE ABONA;0
CLAVE, LA;CAFETERIA;IDELFONSO BELLO, 2 PTA. BAJA;0;38627;0;0;0;ARONA;50
CLAVE, LA;CAFETERIA;C/. LA VERDAD ESQ. PUERTO VIEJO, 18;0;38400;0;0;0;PUERTO DE LA CRUZ;50
CLAVELES, LOS;RESTAURANTE;ASOMADA DE LOS CERES II, URB. (CTRA. ANTIGUA);0;38000;0;0;0;ARONA;176
CLAVELES, LOS;RESTAURANTE;LOS MOLINOS, 22 ;0;38480;0;0;0;BUENAVISTA DEL NORTE;60
CLAVELITO;RESTAURANTE;LA CUESTA, 75 ;0;38480;0;0;0;BUENAVISTA DEL NORTE;30
CLEMENTE;BAR;EL GUIRRE, 4 ;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;25
CLEMENTE PEREZ;BAR;LA LONGUERA ;0;38410;0;0;0;LOS REALEJOS;0
CLEOPATRA;SALA DE FIESTAS;HOTEL OROTAVA GARDEN (PLAYA MARTIANEZ) ;0;38400;0;0;0;PUERTO DE LA CRUZ;0
CLEOS BURGUER;BAR-CAFETERIA;C/ CHIRAMA, 50;NULL;38001;28,42811871;-16,30741239;0;SANTA CRUZ DE TENERIFE;23
CLIMA;CAFETERIA;EVARISTO GOMEZ, 2 ;0;38600;0;0;0;GRANADILLA DE ABONA;8
CLINICA DE SAN JUAN DE DIOS;BAR;SANTA CRUZ-LAGUNA, S/N. CTRA.  ;0;38010;0;0;0;SANTA CRUZ DE TENERIFE;38
CLINICA PARQUE;BAR;MENDEZ NU|EZ, 40 ;0;38001;0;0;0;SANTA CRUZ DE TENERIFE;0
CLIPER REAL;BAR;C.C. AMERICA SHOPPING ;0;38660;0;0;0;ARONA;0
CLOTILDE;BAR;CAMINO REAL AGUA GARCIA, 158 ;0;38355;0;0;0;TACORONTE;0
CLUB;BAR;GENERAL DEL TABLERO, 52 CTRA. ;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;0
CLUB;BAR;EL TABLERO ;0;38108;0;0;0;EL ROSARIO;30
CLUB;BAR;HELIODORO RODRIGUEZ LOPEZ, 2 ;0;38005;0;0;0;SANTA CRUZ DE TENERIFE;0
CLUB AMBASSADOR;RESTAURANTE;GRANADOS, 18 (URB. EL DURAZNO);0;38400;0;0;0;PUERTO DE LA CRUZ;46
CLUB ATLETICO SALAMANCA;BAR;VEREMUNDO PERERA, 21 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
CLUB BOITE EL BUHO;DISCOTECA;C/. VALOIS, S/N. (EDIF. BELAIR-BAJOS);0;38400;0;0;0;PUERTO DE LA CRUZ;0
CLUB BOIX;BAR;PLAYA SHOP-LAS AMERICAS PYA. ;0;38000;0;0;0;ADEJE;0
CLUB BONANZA;RESTAURANTE;REPUBLICA DOMINICANA, S/N. ;0;38660;0;0;0;ADEJE;136
CLUB CANARIO, DISCO BAR;BAR;CATEDRAL-EDF. GALAXIA ;0;38000;0;0;0;LA LAGUNA;0
CLUB CASA BLANCA;BAR;CLUB CASA BLANCA (PORIS DE ABONA) ;0;38000;0;0;0;ARICO;48
CLUB CHAYOFA;BAR;URB. CHAYOFA ;0;38000;0;0;0;ARONA;60
CLUB COLOMBOFILO EL CABO;BAR;BUENOS AIRES, 23, AVDA. ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
CLUB DE AJEDREZ CASA DE CAMPO;RESTAURANTE;AUSTRIA, 3 (CLUB DE AJEDREZ) ;0;38670;0;0;0;ADEJE;152
CLUB DE BILLARES LA AMISTAD;BAR;CTRA. GENERAL DEL NORTE-GUAMASA, 176B IZD.;0;38330;0;0;0;LA LAGUNA;0
CLUB DE CANDY, EL (THE CANDY CLUB);DISCOTECA;PALM BEACH C.C. SOTANOS ;0;38660;0;0;0;ADEJE;350
CLUB DE LOS ESPEJOS;BAR;PUERTITO DE GUIMAR ;0;38000;0;0;0;GÜIMAR;100
CLUB DE LUCHA;BAR;MADRE DEL AGUA, 1 ;0;38350;0;0;0;TACORONTE;0
CLUB DE PADEL SOLARIS TENERIFE;BAR;C/. PUNTA GORDA, S/N.;0;38108;0;0;0;LA LAGUNA;0
CLUB DEPORTIVO MARINO;BAR;SUECIA, 18 AVDA. ;0;38000;0;0;0;ARONA;0
CLUB DEPORTIVO MEDANO;BAR;MARCIAL GARCIA, 3 ;0;38612;0;0;0;GRANADILLA DE ABONA;32
CLUB DEPORTIVO, EL (THE SPORTING CLUB);BAR;URB. EL MARQUES. S/N ;0;38000;0;0;0;SANTIAGO DEL TEIDE;0
CLUB ELITE SUR, S.L.;BAR;AV. PENETRACION (URB. LOS MORITOS) ;0;38000;0;0;0;ARONA;0
CLUB FAMA;RESTAURANTE;C/. MENDEZ NUÑEZ, 5 ;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;356
CLUB GOLDEN BLUE;BAR;COLON AVDA. (HOTEL ORO NEGRO) ;0;38000;0;0;0;PUERTO DE LA CRUZ;0
CLUB HOUSE;RESTAURANTE;URB. AMARILLA GOLF, 93, COMPLEJO FAIRWAYS, SECTOR B;NULL;38620;0;0;0;SAN MIGUEL;65
CLUB HOUSE;BAR;EDIF. EL MOJON ;0;38000;0;0;0;ARONA;0
CLUB KOKOBONGO;CLUB;MINERVA, 2 (EDIF. MARINO TENERIFE) ;0;38630;0;0;0;ARONA;40
CLUB LA MAR;BAR PISCINA;MARITIMA, S/N. AVDA. (URB. COSTA LOS SALVAJES) ;0;38000;0;0;0;SANTIAGO DEL TEIDE;0
CLUB LAS VEGAS;BAR;AVDA. RAFAEL PUIG, 14 (C.C. PRESIDENTE, L-28/29);0;38670;0;0;0;ADEJE;0
CLUB LATINAS;BAR;AVDA. AUSTRIA, S/N. (C.C. LAKME, L-2);0;38670;0;0;0;ADEJE;0
CLUB LOLITA;BAR;URB. EL TREBOL, C.C. CHAPARRAL, FASE III, LOCALES 63 Y 69;0;38650;0;0;0;ARONA;0
CLUB MARINA;CAFETERIA;PUERTO COLON, L-223 (SAN EUGENIO) ;0;38670;0;0;0;ADEJE;83
CLUB MARY'S;BAR;PIEDRA BLANCA, 17 ;0;38000;0;0;0;PUERTO DE LA CRUZ;0
CLUB MUÑECAS;BAR;LA HOYA, 34 ;0;38400;0;0;0;PUERTO DE LA CRUZ;0
CLUB MY LADY (CLUB MI SEÑORITA);CLUB;EUGENIO DOMINGUEZ, S/N. (C.C. PUEBLO CANARIO, L-323 BAJOS);0;38660;0;0;0;ADEJE;0
CLUB NAUTICO GALERA;RESTAURANTE;CANDELARIA, S/N ;0;38000;0;0;0;CANDELARIA;45
CLUB OASE;BAR;TABAIBA ;0;38000;0;0;0;EL ROSARIO;0
CLUB PANCHO;BAR;GENERAL LA CUESTA CTRA. ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
CLUB PARIS;BAR;C.C. VERONICA III LOC. 51,52 ;0;38000;0;0;0;ARONA;0
CLUB PRIVADO Nº 1 (PRIVATE CLUB N-1);BAR;CHAPARRAL 163, C.C. ;0;38630;0;0;0;ARONA;50
CLUB RECREATIVO LOS REALEJOS;BAR;ROMANTICA I URB. ;0;38000;0;0;0;LOS REALEJOS;0
CLUB ROMANTICA;RESTAURANTE;PALMERAS, L-18 (ED. L) LA ROMANTICA ;0;38410;0;0;0;LOS REALEJOS;80
CLUB SANDWICH;CAFETERIA;GARAJONAY I, L-3 EDF.;0;38670;3299902;3106657;32;ADEJE;28
CLUB SOCIEDAD LUCHAS;BAR;PICO EL ;0;38000;0;0;0;LA LAGUNA;0
CLUB SQUID;BAR;C.C. PUEBLO CANARIO, 222 (SAN EUGENIO) ;0;38670;0;0;0;ADEJE;0
CLUB STAR;BAR;VILLALBA HERVAS, 1 BAJO ;0;38002;0;0;0;SANTA CRUZ DE TENERIFE;0
CLUB TARAHAL;RESTAURANTE;ACEVIÑO, 1 - EDF. TARAHAL (URB. LA PAZ);0;38400;28,41564006;-16,53170675;0;PUERTO DE LA CRUZ;83
CLUB TENIS;BAR;LOS CLAVELES AVDA. ;0;38000;0;0;0;LOS REALEJOS;0
CLUB TERE;CLUB;GENERAL, 243 CTRA. ;0;38370;0;0;0;LA MATANZA DE ACENTEJO;6
CLUB TERE II;BAR;GENERAL, 237 CTRA. ;0;38370;0;0;0;LA MATANZA DE ACENTEJO;10
CLUB TROPICAL;BAR;MARINA PRIMAVERA FASE II SOTANO URB. ;0;38670;0;0;0;ADEJE;0
CLUB VILLAMAR;BAR;LA ARENA, 15 ;0;38000;0;0;0;ARONA;0
COACH HOUSE;BAR;C.C. PUEBLO CANARIO, 106;0;38670;0;0;0;ADEJE;0
COANSA;BAR;URB. EL MAYORAZGO, S/N. ;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;0
COBI;CAFETERIA;PUNTA LARGA URB. (EDIF. NAIGUATA) ;0;38530;0;0;0;CANDELARIA;66
COBI;BAR;AV. CANARIAS- EDF. DR. GONZALEZ, 4 L-3 ;0;38410;0;0;0;LOS REALEJOS;0
COBRA, LA;BAR;LOMO GUIRRE, 62.2 ;0;38320;0;0;0;LA LAGUNA;60
COBUJON, EL;BAR;SUERTE GENETO, 12 ;0;38000;0;0;0;LA LAGUNA;0
COBY I;BAR;SANTA URSULA, 16 ;0;38008;0;0;0;LA LAGUNA;0
COCCO BELLO;RESTAURANTE;C.C. BOUGANVILLE, 30_HOTEL BOUGANVILLE ;0;38670;0;0;0;ADEJE;52
COCHABAMBA;BAR;GENERAL LOS MENORES, S/N. CTRA. ;0;38670;0;0;0;ADEJE;15
COCHERA, LA;BAR;EL BOQUERON, 38 CTRA. ;0;38330;0;0;0;LA LAGUNA;0
COCHINO, EL;RESTAURANTE;C/. LOS TARAJALES, 25;0;38686;0;0;0;GUIA DE ISORA;48
COCINA DE CLOTI, LA;RESTAURANTE;CAMINO REAL, 116;0;38350;0;0;0;TACORONTE;8
COCKNEY PRIDE (EL ORGULLO DEL COCKNEY);BAR;EDIF. BUCANERO, L-3 (LOS CRISTIANOS) ;0;38650;0;0;0;ARONA;92
COCKNEY PRIDE, THE ;RESTAURANTE;TORVISCAS, L-6,2 URB.  ;0;38679;0;0;0;ADEJE;70
COCKTAIL-BAR RAPANUI;BAR;SAN TELMO, L-2D C.C. ;0;38400;0;0;0;PUERTO DE LA CRUZ;0
COCKTALES DREAMS;BAR;LA HOYA, 38 ;0;38000;0;0;0;PUERTO DE LA CRUZ;0
COCKTELERIA, LA;BAR;AVDA. RAFAEL PUIG LLIVINIA, 13 (HOTEL GRAN TINERFE, L-7);0;38660;0;0;0;ADEJE;0
COCO BEACH;RESTAURANTE;VERONICAS II, L-B21 C.C.;0;38000;329739;3105729;1;ARONA;56
COCO LOCO;BAR;ATALAYA COURT PARCELA 11 B. ;0;38000;0;0;0;ADEJE;0
COCO NUT ;CAFETERIA;LA VILLA, 53 A C.C.;0;38300;0;0;0;LA OROTAVA;47
COCO´S CAKE;BAR-CAFETERIA;C/ SAN AGUSTIN, 36, L-DCHO;36;38201;0;0;0;LA LAGUNA;13
COCO-BEACH;RESTAURANTE;MARITIMA, 24 AV. (POLIGONO) ;0;38000;0;0;0;SANTIAGO DEL TEIDE;80
COCO-BRAZIL;RESTAURANTE;C/. LA GAVIOTA, 2;0;38693;0;0;0;GRANADILLA DE ABONA;110
COCO-CABANA;RESTAURANTE;MARITIMA, L-16/17 (EDIF. BUCANERO) ;0;38650;0;0;0;ARONA;44
COCO-LOCO;BAR;VERONICA I, L-42 C.C. (LAS AMERICAS) ;0;38660;0;0;0;ARONA;0
COCONUT;BAR;URB. PALO BLANCO, 1C;0;38670;0;0;0;ADEJE;30
COCONUT JOE'S;RESTAURANTE;PARQUE LA PAZ C.C.;0;38650;0;0;0;ARONA;0
COCONUT PLAYA;BAR;RAMBLAS LAS GALLETAS. ;0;38000;0;0;0;ARONA;0
COCOON BIO COCINA;RESTAURANTE;SANTIAGO, 4 ESQ. SANTA CLARA;0;38001;377564;3149971;29;SANTA CRUZ DE TENERIFE;29
COCOS, LOS;BAR;LA HONDURA, S/N. ;0;38683;0;0;0;SANTIAGO DEL TEIDE;100
COCOTERO;ZUMERIA;AVDA. BUENOS AIRES,35.- BAJO;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;40
COCOTERO;CAFETERIA;GUAJARA, L110 B C.C.;0;38205;372087;3148898;486;LA LAGUNA;48
COCTAIL'S & DREAMS (COCTEL Y SUEÑOS);CAFETERIA;PUEBLO CANARIO, L-114 C.C. ;0;38660;0;0;0;ADEJE;110
COELLO;BAR;LA HOYA, 206 ;0;38530;0;0;0;CANDELARIA;15
COEUR DE FILET (CORAZON DE SOLOMILLO);PIZZERIA;C/. JUAN XXIII, S/N. (EDIF. MARCOS, L-14) ;0;38650;0;0;0;ARONA;56
